code,name,lat,lon
JG88NW,Falmouth,-21.055833,17.088056
JH70SC,Farm Transvaal,-19.905278,15.570833
JG88HG,Felsenech,-21.7225,16.604444
JG98PN,Finale,-21.4225,19.271944
JH70PS,Flachberger Safaris,-19.238611,15.2875
JH70JH,Franken Guest Farm,-19.705278,14.787222
JG79MT,Fransfontein,-20.205556,15.004167
KG09KS,Gam,-20.238889,20.838889
FYGM,Gamis,-24.423333,16.721111
JG86VN,Gamma (Sib),-23.423056,17.754722
JG76SW,Ganab,-23.056389,15.504167
JG92MU,Geitsanes,-27.140833,19.055278
JH80PO,Gelnhausen (Komasami),-19.388611,17.304722
FYGK,Geluk (Kulala),-24.673333,15.7875
FYGP,Geluksput (Clifton),-20.255556,16.671111
JG93WT,Gemsbokkraal,-26.173889,19.838611
JG96IP,Georgia (West),-23.339722,18.671667
FYGI,Gibeon,-25.140278,17.804722
JG85LH,Glueckauf,-24.673333,16.921111
JG95ST,Glypan,-24.173333,19.505278
FYGO,Gobabeb,-23.539722,15.0375
JG94NH,Gocharus,-25.673611,19.088611
FYGC,Gochas,-24.84,18.838333
FYGH,Gollschau,-23.256389,16.504444
JG85RS,Goras,-24.223333,17.421389
JG76RJ,Gorob Mine,-23.589722,15.420833
JG82SL,Grandview,-27.5075,17.521389
FYGR,Graskop,-20.088889,15.504167
JG88MP,Gravelotte,-21.339167,17.004722
FYGV,Gravenstein,-23.456389,17.488056
FYGT,Gross Tsaub,-20.022222,15.054167
FYGN,Gruenau,-27.7575,18.338333
JG96JT,Gruneberg,-23.173056,18.755
JG83KH,Guibis (Kuibis),-26.673889,16.837778
JG86DF,Guisis,-23.756389,16.254444
JG96BW,Gumgams,-23.073056,18.088333
JG96EL,Gumuchab,-23.506389,18.338333
JG85TT,Guras,-24.173333,17.588056
JG97WN,Haakdoorn (Houmoed),-22.422778,19.838611
JG81WI,Haib (Haibfront),-28.641111,17.888056
JG91CD,Hakkiesdoorn,-28.874444,18.238333
FYHI,Halali,-19.055278,16.471111
FYHM,Hammerstein,-24.89,16.187778
JG86VO,Hannover,-23.389722,17.754722
JG86VP,Hannover Neu (farm),-23.356389,17.804722
JG95AR,Happyland,-24.256667,18.005
JG85WL,Hardap Dam,-24.506667,17.838056
JG85SJ,Haribes,-24.623333,17.538056
FYHA,Harnas,-21.7225,19.338611
FYHV,Hartmann Valley (Serra Cafema),-17.371389,12.253333
FYVA,Havana,-21.1725,16.921111
JG98NE,Hekel,-21.805833,19.088611
FYHH,Helmeringhausen,-25.890278,16.837778
FYHN,Henties Bay,-22.106111,14.303889
FYH01,Hetako,-21.9725,18.505
FYHC,Hilkers Cheetahdrome,-20.472222,17.054722
JG96BB,Hoagamas,-23.923056,18.088333
FYH02,Hoanib Skeleton Coast,-19.388611,13.120278
JG89HN,Hoasas,-20.422222,16.587778
FYHS,Hobas,-27.624167,17.688056
FYHT,Hobatere,-19.321944,14.370556
JG87HB,Hohenhorst,-22.939444,16.654444
JH80PF,Hohental,-19.755278,17.254722
JH70RF,Holstein,-19.755278,15.4875
JG89HV,Homestead,-20.122222,16.604444
JG85PV,Hoodia,-24.09,17.304722
JG76OL,Hope Mine,-23.539722,15.220833
JG73LU,Hottentots Bay,-26.157222,14.987222
FYHL,Huab Lodge,-19.971944,14.770556
JG84KJ,Huams,-25.606944,16.904444
JH60QG,Hunkap-N,-19.721944,13.386944
JG77NG,Husab(Mullers) mine,-22.722778,15.0875
JG77NB,Ibenstein,-22.939444,15.0875
FYIM,Immelmann (Kongola),-17.771389,23.306389
FYIH,Immenhof,-21.105833,15.8875
FYII,Impalila Island (Kings Den),-17.771389,25.190278
FYIA,Intu Africa Lodge,-24.09,17.954722
JG86GN,Isabis,-23.423056,16.504444
FYK01,Kalahari BB,-22.339444,19.755278
FYKE,Kalahari Game Lodge,-25.640278,19.871944
JG98AP,Kalidona,-21.339167,18.038333
KG07KV,Kalkfontein,-22.122778,20.888889
FYKD,Kalkrand,-24.09,17.588056
FYKJ,Kamanjab,-19.521944,14.820556
JG98CD,Kambingana,-21.839167,18.171667
KH21AV,Kanono,-18.088333,24.023333
FYNB,Kansimba,-22.039444,16.171111
KH01ET,Kapupayedi,-18.171667,20.338889
FYKB,Karasburg,-28.024444,18.738333
FYKA,Karibib,-21.8725,15.870833
KH22NE,Kasikili Island,-17.804722,25.123611
FYK02,Kassandara,-21.239167,16.071111
JG86WI,Kaukerus,-23.639722,17.888056
FYK03,Kavita Lion Lodge,-19.405278,14.637222
FYKW,Keerweder,-24.006667,16.021111
JG97IX,Kehoro Ost,-22.039444,18.671667
FYKX,Khorixas,-20.355556,15.054167
JH60WN,Khowarib,-19.421944,13.836944
FYKI,Khumib,-18.771667,12.57
FYKH,Kiripotib,-23.323056,17.938056
JG87WF,Kleepforte,-22.772778,17.838056
FYK04,Klein Aub Mine,-23.789722,16.654444
JG92BJ,Klein Karas,-27.590833,18.088333
FYK05,Kleinbegin Game Lodge,-27.974167,19.038611
FYKS,Koes,-25.956944,19.121944
JG73WO,Koichab,-26.390556,15.8375
JG84EB,Koiinasts(Namib),-25.923611,16.337778
FYKO,Kombat,-19.705278,17.721389
KH12QF,Kongola(Immelman),-17.771389,23.339722
JH70ON,Kopermyn,-19.421944,15.170833
KH01MV,Korkosha,-18.121667,21.0225
JG86TM,Kous,-23.473056,17.588056
JH60WP,Kovarep (Warmquelle),-19.355278,13.836944
JG94DW,Kriess,-25.056944,18.255
JG84JA,Krumneuk,-25.973611,16.821111
JG85SR,Kub(Kubsub),-24.256667,17.521389
FYKU,Kuidas,-20.638889,13.853611
JG84LH,Kumakams,-25.673611,16.987778
JH60TD,Kunene Lion Camp,-19.838611,13.653611
JH60SG,Kunene Lion Camp Two,-19.721944,13.503611
JG84ON,Kuteb,-25.456944,17.171389
JG96AT,Kuwinamab,-23.173056,18.005
FYKZ,Kuzikus,-23.339722,18.371667
JG75WD,Kwessiegat,-24.856667,15.904167
FYLR,La Rochelle,-18.988333,17.854722
JG94GX,Lagerwacht,-25.006944,18.555
JG77QD,Langerheinrich,-22.839444,15.3875
JH80HD,Lazy Spade,-19.838611,16.587778
JG78JL,Leewater,-21.5225,14.753889
JG94QR,Lekkerdrink,-25.290278,19.405278
JG86UE,Lekkerwater,-23.806389,17.671389
FYLV,Leonardville,-23.506389,18.788333
JG77UO,Leopard (Tsaobismund),-22.389444,15.7375
FYLS,Lianshulu,-18.121667,23.373056
JG95CW,Lidfontein,-24.056667,18.205
JG93RL,Lochkolk,-26.507222,19.421944
JG81LW,Lorelei Mine,-28.057778,16.937778
JG84KL,Maguams,-25.523611,16.837778
FYMH,Maltahoehe,-24.773333,16.971111
FYMD,Mangettie Duine,-19.521944,19.738611
FYMT,Mangettie Ranch,-18.738333,18.571667
FYMF,Marien-Fluss,-17.254722,12.42
KG01BU,Maroegas,-28.157778,20.088889
JH90KR,Maroelaboom(Nurugas),-19.271944,18.838333
JG95WH,Masbeiker,-24.69,19.855278
JG89CF,Maywood,-20.788889,16.171111
JG87UT,Mecklenburg,-22.189444,17.671389
FYMB,Meob Bay,-24.623333,14.687222
JG87WX,Merino,-22.006111,17.838056
JG87GH,Merino Aub,-22.672778,16.504444
JH80HB,Meyerton,-19.955278,16.604444
FYMG,Midgard,-22.006111,17.371389
JG78CB,"Mile""72""",-21.9225,14.170556
JG87WH,Moedhou,-22.689444,17.871389
FYMW,Moewe Bay,-19.388611,12.736667
JH80WN,Mooiplaas,-19.421944,17.871389
JG84KV,Morgenzon,-25.123611,16.887778
JG88FG,Moringa Guest Farm,-21.739167,16.454444
JG88RS,Mossie D,-21.239167,17.454722
FYME,Mount Etjo,-21.0225,16.454444
JG87XF,Mountain View,-22.756111,17.921389
JH92CH,Mpungu Vlei,-17.671389,18.221667
JG87DQ,Mt Lievenstein,-22.322778,16.304444
JH92MD,Musese (Siko),-17.838056,19.005278
FYMU,Mushara,-18.821667,17.138056
FYNK,N'kongo,-17.554722,17.221389
JG75WW,Namib Desert Lodge,-24.073333,15.8875
FYN01,Namibgrens,-23.589722,16.271111
JG77JL,Namib Lead Mine,-22.506111,14.787222
FYNN,Namib Naukluft Lodge,-23.989722,15.9375
JG77PT,Namibfontein,-22.189444,15.270833
JG77QP,Namibplaas,-22.339444,15.3375
FYNT,Namtib Desert Lodge,-26.040556,16.221111
FYNL,Namushasha Lodge,-17.988056,23.306389
FYNA,Namutoni,-18.805,16.937778
JG94KB,Namutoni Farm,-25.956944,18.838333
JG98CN,Natalia,-21.4225,18.171667
FYNU,Naua Naua,-19.555278,15.7375
JG86EI,Nauchas,-23.639722,16.337778
JG86XV,Nautabis,-23.089722,17.954722
JG83XB,Naute Dam,-26.940556,17.921389
FYNP,Nepara(Nampara),-17.771389,18.455
JG87IJ,Neuheusis,-22.589444,16.671111
JG85CH,Neuhof,-24.673333,16.171111
JG96EK,Neusimmern,-23.573056,18.388333
JG76XV,Niedersachsen,-23.106389,15.954167
JH92HI,Nkurenkuru,-17.638056,18.638333
JG85KN,Nomtsas,-24.423333,16.837778
JH70UD,Noodweide,-19.871944,15.670833
FYND,Noordoewer,-28.707778,17.621389
JG96FJ,Nueloore,-23.606389,18.421667
KH01IX,Nyangana,-18.005,20.672222
JG86MQ,Oanob Resort,-23.306389,17.021389
JG87RU,Oganja,-22.139444,17.471389
JG99CO,Oholongo,-20.388889,18.171667
FYO01,Ohorongo Lodge,-19.921944,15.170833
FYON,Okahandja,-22.006111,16.887778
FYOH,Okahao/Okahaus,-17.888056,15.070833
JG88UJ,Okajuru,-21.6225,17.721389
FYOK,Okakarara,-20.605556,17.471389
FYKK,Okakongo (see Immenhof),-21.1225,15.8875
FYMP,Okamapu,-21.739167,17.888056
JG99CA,Okandjatu,-20.972222,18.171667
JG87EP,Okanduka Ranch,-22.372778,16.337778
JG88EP,Okandukaseibe,-21.339167,16.337778
JG99AI,Okapanje,-20.638889,18.055
FYPR,Okaperuperu,-21.605833,17.721389
FYPA,Okapuka,-22.306111,17.054722
JH72VG,Okatana,-17.721389,15.754167
JG88WJ,Okatjuru,-21.605833,17.871389
JH81CW,Okatopi,-18.071667,16.237778
FYOO,Okaukuejo,-19.138611,15.904167
JG88GC,Okazize,-21.889167,16.504444
JG78QQ,Okombahe,-21.305833,15.3875
FYOD,Okomitundu,-22.172778,16.304444
FYKG,Okongo (N'kongo),-17.588056,15.2875
FYKN,Okonjima,-20.855556,16.637778
FYKR,Okorusu Mine,-20.055556,16.721111
JG88BV,Okosongoro,-21.1225,16.087778
FYOZ,Okozongomingo,-20.622222,17.088056
FYOM,Omaruru,-21.4225,15.9375
FYGL,Omaruru Game Lodge,-21.3225,16.087778
FYO03,Omatako,-21.155833,16.687778
JG88IS,Omatako Ranch,-21.239167,16.671111
FYMR,Omatarassu,-21.089167,16.221111
JG97CR,Omateva (Altenstein),-22.256111,18.171667
JG78SV,Omatjete,-21.089167,15.504167
JH72ML,Ombalantu,-17.504722,15.004167
JH70WJ,Ombengu (Toshari) Lodge,-19.621944,15.870833
JH61XH,Ombombo,-18.705,13.920278
JG78UH,Ombu,-21.705833,15.720833
KH11DX,Omega (Military:PPR),-18.005,22.306111
JG96ST,Onderompapa,-23.173056,19.521944
FYO04,Ondundu,-19.855278,14.987222
JG88AJ,Onduruquea (RL Farm),-21.605833,16.054444
JH72IJ,Onesi,-17.588056,14.670556
JH72OD,Ongandjera,-17.838056,15.170833
FYNG,Ongava,-19.321944,15.904167
JH70VQ,Ongava Ranch,-19.305278,15.820833
JG99DW,Ongongoro,-20.072222,18.271667
FYUE,"Ongwediva,",-17.754722,15.8375
JG89RO,Onjoka,-20.405556,17.421389
FYOT,Ootmoed,-23.973056,19.705278
FYOU,Operet (Oshivelo),-18.605,17.154722
FYOP,Opuwo (Ohopoho),-18.055,13.853611
FYOR,Oropoko,-21.755833,16.487778
JH61GS,Orupembe,-18.221667,12.503333
FYOS,Oshakati,-17.788056,15.6875
JH72SH,Oshikuku,-17.671389,15.504167
JG88QX,Osire,-21.005833,17.338056
FYSN,Osona (gliding),-22.106111,16.971111
FYOV,Otavi,-19.638611,17.321389
JG89SJ,Otjahevita,-20.588889,17.504722
JH71ED,Otjetjekwa,-18.838333,14.370556
FYRO,Otjikaru,-20.605556,17.188056
JG87BP,Otjimbingwe,-22.372778,16.137778
FYTN,Otjinene,-21.1225,18.788333
FYO05,Otjiruze,-21.7725,17.354722
JG88TA,Otjisauna,-21.9725,17.588056
JG88NB,Otjisazu,-21.9225,17.138056
JH70OE,Otjitambi,-19.821944,15.170833
JG88VC,Otjite,-21.905833,17.771389
JH90GI,Otjituuo,-19.655278,18.555
JH71SO,Otjivalunda,-18.388333,15.504167
JG89FJ,Otjiwa (Ohiwa),-20.622222,16.421111
JG89JF,Otjiwa Game reserve,-20.755556,16.804444
FYOW,Otjiwarongo,-20.422222,16.654444
FYTY,Otjohorongo,-20.838889,15.570833
JG88DS,Otjonjise,-21.2225,16.304444
JG88WR,Otjosondu,-21.255833,17.904722
JG87CT,Otjosondu (farm),-22.206111,16.221111
JG89PM,Otjosongombe,-20.488889,17.321389
JH70GR,Otjovazandu,-19.255278,14.503889
FYOJ,Outjo,-20.072222,16.121111
JH72MK,Otjisazu,-17.571389,15.004167
JG89KI,Ozondjache,-20.655556,16.887778
FYPW,Palmwag,-19.871944,13.936944
JG87XF80,Peperkorrel,-22.789444,17.988056
FYPO,Pokweni,-23.639722,17.738056
JG96EQ,Pomernhagen,-23.306389,18.371667
FYP01,Probeer,-23.756389,16.037778
FYPU,Purros,-18.755,12.936667
JG93WD,Quellot,-26.840556,19.871944
JG77FL,Rag Rock,-22.539444,14.420556
JH70OV,Rehderstal,-19.088611,15.170833
JG86XJ,Rheinpfalz,-23.589722,17.988056
FYR01,Rhino Camp,-19.971944,13.836944
FYRF,Rietfontein,-19.771944,17.871389
KG03AF,Rietfontein (sSuth),-26.757222,20.038889
JG92IR,Rishon,-27.274167,18.721667
JH70HR,Robyn,-19.288611,14.637222
JH60GX,Rocky Point,-19.005278,12.503333
FYR02,Roidina,-21.189167,16.054444
JG84IP,Rooiberg-Suid,-25.373611,16.704444
JH90NR,Rooidag,-19.255278,19.138611
JG77VJ,Rooikuiseb,-22.589444,15.754167
FYR03,Rooisand Desert Ranch,-23.289722,16.104444
JG87NN,Rotterdam,-22.422778,17.088056
FYRC,Ruacana,-17.421389,14.370556
JG89AG,Ruimte,-20.738889,16.071111
JG88DB,Rusoord (volgelsang),-21.9225,16.271111
KH01BP,Sakambu,-18.338333,20.088889
JH61IR,Sanitatas,-18.288333,12.72
JG84JH,Sarusas,-25.706944,16.804444
JH61FE,Sarusas (mine),-18.805,12.436667
JG79RR,Scheikhard's Brunnen,-20.255556,15.470833
JG85NW,Schlip,-24.073333,17.104722
JG87RX,Schoongelegen,-22.006111,17.488056
KH22JK,Schuckmans,-17.554722,24.823333
JG89KE,Selbourne,-20.822222,16.904444
JG81KT,Sendelingsdrift,-28.174444,16.871111
FYSF,Sesfontein,-19.088611,13.636944
FYSS,Sesriem,-24.506667,15.7375
KH00QX,Shadi Gongora,-19.005278,21.339167
FYSI,Shitembo,-17.988056,20.538889
KH00IV,Sigireti,-19.105278,20.688889
JG87HD,Simmenau,-22.839444,16.587778
JG83QD,Simplon,-26.840556,17.338056
JG84EG46,Sinclair,-25.723611,16.371111
JG95WL,Soetgras,-24.506667,19.871944
FYSO,Solataire,-23.906389,16.004444
JG97XR,Somali,-22.289444,19.988611
JG79JD,Sorris Sorris,-20.855556,14.753889
FYSU,Sossusvlei Lodge,-24.49,15.804167
FYSL,Sossusvlei Desert Lodge,-24.806667,15.8875
JG89VB,Spreeths reserve,-20.938889,17.821389
JG84BN,Springbokvlakte,-25.423611,16.087778
JG98HL,Springvale,-21.539167,18.588333
FYSP,Stampriet,-24.356667,18.438333
JG85DA,Steinfeld (Stidlla),-24.99,16.304444
JG87SE,Stolzenfeld,-22.822778,17.538056
FYST,Strate,-24.006667,18.555
JG78EH,Strathmore Tin Mine,-21.6725,14.337222
JG75XP,Sukses,-24.356667,15.9375
JG97CL,Suliman,-22.522778,18.221667
FYS01,Swartbooisdrift,-17.404722,13.820278
JG86CG,Swartfontein Guest Lodge,-23.723056,16.187778
FYSW,Swartkrans,-23.506389,16.054444
JG78OT,Swaspar,-21.189167,15.204167
JG98DA,Talana,-21.9725,18.255
FYTL,Talismanis,-21.889167,20.838889
JG91JH,Tantelite Valley,-28.691111,18.771667
KG08IC,Tausmanus,-21.905833,20.672222
JG97FA,Tennessee,-22.989444,18.471667
FYTE,Terrace Bay,-19.988611,13.036944
JG84DC,Tiras Mountain Conservancy,-25.890278,16.271111
JG96AN,Tivoli (new),-23.456389,18.021667
JG96AM,Tivoli (old),-23.489722,18.021667
JG95DJ,Toeloop,-24.59,18.255
FYTT,Tok Tokkie,-25.240278,16.054444
JG98BB,Toronto,-21.9225,18.121667
FYTO,Torra Bay,-20.222222,13.203611
JG69RC,Toscanini(huab),-20.888889,13.470278
JG98JI,Travena,-21.655833,18.771667
JG77NP,Trekkopje,-22.339444,15.104167
JG87BH,Tsammams,-22.672778,16.137778
FYTS,Tsandi,-17.754722,14.870556
FYTB,Tsaobis,-22.389444,15.7875
JG77UL,Tsaobismund,-22.506111,15.6875
JG85CN,Tsauchab River Camp,-24.44,16.171111
JG94BD,Tses,-25.873611,18.138333
JH81XF,Tsintsabis,-18.788333,17.971389
JH61QE,Tsongoari,-18.805,13.403611
FYTK,Tsumkwe,-19.588611,20.455556
JG78SJ,Tubussis,-21.589167,15.504167
FYTR,Twee River,-25.506944,19.421944
FYTF,Twyfelfontein,-20.538889,14.370556
JG68UT,Ugabmund,-21.205833,13.686944
JH80KJ,Uib,-19.621944,16.837778
JG89QX,Una,-20.005556,17.338056
JG85CN20,Urikos,-24.456667,16.187778
FYUK,Usakos,-21.989167,15.620833
FYV01,Vingerklip,-20.372222,15.4375
JG95DR,Voeltjiesdrink (Schuerfpenz),-24.273333,18.255
FYVK,Volstuiskloof,-26.940556,16.954444
JG95UK,Vrede,-24.573333,19.721944
FYWL,Wabi Lodge,-20.338889,17.521389
JG88DF,Waldhausen,-21.789167,16.254444
FYWM,Warmbad,-28.457778,18.721667
JG89PM62,Waterberg Wilderness Lodge,-20.488889,17.304722
FYW01,Weltevrede,-24.173333,15.970833
JG79LO,Welwitchia,-20.405556,14.987222
JG77LH,Welwitchia Flats,-22.706111,14.970556
FYW02,Wereld's End,-20.222222,13.903611
JH60HV,Westies Diamond,-19.121944,12.62
JG86SF,Wildernis (tsumis),-23.756389,17.554722
JG89UO,Wildkuhz,-20.388889,17.671389
FYW04,Wilhelmstal,-21.905833,16.354444
FYW03,Wilsonfontein,-22.639444,15.7875
JG95GL,Witkranz,-24.506667,18.538333
JG82IJ,Witputx (sued),-27.590833,16.704444
FYWI,Witvlei,-22.406111,18.488333
FYWT,Witwater (SWC),-24.623333,15.9375
FYWK,Wlotskas Baken,-22.439444,14.470556
FYWD,Wolwedans,-25.106944,15.9875
JG85VU,Woodlands,-24.14,17.804722
JG68VS,Woodstock,-21.239167,13.753611
FYZ01,Zebra River Lodge,-24.523333,16.287778
KH10GO,Abu,-19.416307,22.552791
KG47DJ,Arizona,-22.604441,28.287733
KH10TU,Banoka,-19.128,23.6614
KG03IC,Bokspits,-26.888055,20.691967
KH21OF,Bottle pan,-18.770735,25.244806
KH10HL,Cement,-19.541233,22.591947
KH21RL,Chandia,-18.515627,25.495252
KH10QM,Chitabe,-19.466324,23.375892
KH11TL,Chobe,-18.533955,23.65844
KG19TA,DECEPTION LODGE,-20.984393,23.657981
KH10NL,Delta Camp Airfield,-19.531999,23.091981
KG18IR,ENGELBRECHT (unused),-21.25722,22.74112
KG38EC,Gas,-21.877947,26.349591
KG24QN,Goodhope,-25.433168,25.408456
KG27JI,Gope,-22.652192,24.753715
KG36LI,Graignair,-23.657058,26.975294
KG18EG,Grassland,-21.725638,22.362654
KG38UO,Grundy's,-21.404579,27.695144
KH11EB,Guma,-18.954739,22.367416
KG29OT,GWETA,-20.198889,25.218577
KG19UB,HAINA LODGE,-20.95138,23.67
KG06VA,Hukuntsi,-23.989718,21.757976
KH10FR,Hunda,-19.276496,22.475199
KG29NN,JACKS CAMP (Tsigaro),-20.456211,25.151019
KH10HQ,JAO,-19.316368,22.594908
KG05HQ,Kaa,-24.332324,20.6355
KG28AK,Kalahari Plains,-21.546869,24.068512
KH10KK,Kanana,-19.568445,22.875282
KG18GT,Kgoro pan,-21.201842,22.50389
KG19MH,Kgwebe,-20.705757,23.00074
KG26HP,Khutse,-23.35638,24.60362
KH11UN,Kings Pool Airfield UNUSED,-18.441,23.6898
KH10MJ,Kiri Airfield,-19.6155,23.0418
KH10PV,Kwara,-19.102774,23.288293
KH11SN,Lebala,-18.43667,23.53333
KG29FN,Leroo La Tau,-20.43167,24.45833
KH11VM,Linyanti,-18.461667,23.81
KG36ST,Machaneng MIL.,-23.185,27.5
KG19WQ,MAKALAMABEDI,-20.310829,23.908333
KG07AR,Mamuno,-22.268404,20.030727
KH20KQ,Masame,-19.33,24.841671
KH10JS,Mombo,-19.209173,22.795
KG29CT,MOTOPI,-20.18584,24.174994
KH11MF,Motswiri,-18.771667,23.039994
KH20TU,Mukusi,-19.164164,25.618329
KH10CH,Nokaneng,-19.680173,22.199529
KG47LW,Ntani TULI,-22.054993,28.997492
KH10JM,Nxabega Airfield,-19.490192,22.789039
KH20ID,NXAI PAN,-19.871667,24.680008
KH11AJ,Nxamaseri Airport,-18.599119,22.06933
KG08VM,Oakdene,-21.465,21.805
KH10IX,Omdop,-19.017503,22.703333
KH21TL,Pandamatenga MIL,-18.530004,25.649994
KH10KQ,Piajio,-19.310002,22.9075
KH10KJ,Pom Pom,-19.59167,22.84333
KH21AU,Saile Airstrip,-18.1385,24.0638
KH10TL,Santawani,-19.508326,23.62
KH21AL,Savuti,-18.52334,24.075002
KG37XB,Seleka,-22.91833,27.95667
KH11SK,Selinda,-18.566672,23.511249
KG08QI,Seribe (Vicker),-21.63,21.37667
KH11FE,Seronga,-18.823325,22.421667
KG19VB,Shadow view,-20.934961,23.822644
KH10NV,Shindi,-19.11,23.16333
KH10PI,Stanleys,-19.62667,23.28
KG36UX,Sunny side,-23.03334,27.741161
KG18QN,Tau Pan,-21.445964,23.399999
KH20ML,Tonunga,-19.508333,25.078328
KG19FU,TSAU,-20.158332,22.450006
KH01UF,Tsodilo Hills,-18.78,21.73833
KH11JB,Vumbura,-18.956005,22.814997
KH00MC,Xai Xai,-19.877913,21.07598
KH10RT,Xakanaxa,-19.197409,23.435058
KH11IC,Xarakai,-18.879136,22.713193
KH10IO,Xigera,-19.385527,22.737388
KH10KH,Xudum Airfield,-19.6794,22.8683
KH10NW,Xugana Airfield,-19.050273,23.088061
ADV,El Daein Airport,11.4023,26.1186
AEE,Adareil Airport,10.053611,32.959444
AHY,Ambatolhy Airport,-20.015833,45.535
AKM,Zakuoma Airport,10.890278,19.817222
AME,Alto Molocue Airport,-15.610278,37.681389
AO-0001,Saurimo North Airport,-9.43343,20.3118
AO-0002,Nankova Airport,-16.39637,18.978764
AO-0003,Rito Airport,-16.689392,19.083767
AO-0004,Coemba Airport,-12.143704,18.085363
AO-0005,Andulo Airport,-11.4723,16.710899
AO-0006,Caluquembe,-13.775546,14.694916
AO-CNZ,Cangamba Airport,-13.7106,19.861099
AO-DRC,Dirico Airport,-17.981924,20.768061
AO-GGC,Lumbala Airport,-12.639877,22.586821
AO-JMB,Jamba Airport,-14.698193,16.070148
AO-KNP,Capanda Airport,-9.76937,15.455319
AO-NDF,Ndalatandos Airport,-9.275188,14.977242
AOD,Abou-Deïa Airport,11.4773,19.2874
AWE,Alowe Airport,-0.538056,9.450278
BCW,Benguera Island Airport,-21.8533,35.438301
BF-0001,Iamgold - Peta Barabe Airfield,14.366389,0.086944
BGP,Bongo Airport,-2.1713,10.2088
BJE,Baleela Airport,11.199444,28.523056
BMQ,Bamburi Airport,-3.98191,39.730768
BVR,Esperadinha Airport,14.864306,-24.746
BW-0001,Two Rivers Airport,-26.447901,20.6056
BYL,Bella Yella Airport,7.369167,-9.993722
BZB,Bazaruto Island Airport,-21.5411,35.4729
BZM,Bemolanga Airport,-17.6925,45.088833
CD-0001,Beni,0.502747,29.474258
CD-0002,Kashobwe Airport,-9.666293,28.619004
CG-OKG,Okoyo Airport,-1.44833,15.0733
CGT,Chinguetti Airport,20.5055,-12.3978
CMZ,Caia Airport,-17.8331,35.3341
DA10,Illizi Airport,26.573601,8.48366
DA11,Hamaguir Airport,30.879,-3.06775
DA12,El Abiodh Sidi Cheikh Airport,32.898499,0.524694
DA13,Tinfouchy Airport,28.879299,-5.8229
DA14,Mostaganem Airport,35.908798,0.149383
DA15,Saida Airport,34.897202,0.151694
DA16,Tindouf East Airport,27.585899,-7.50011
DAAX,Chéraga Airport,36.7782,2.9284
DAOC,Ouakda Airport,31.6425,-2.18389
DBBC,Cana Airport,7.125417,2.046806
DBBD,Djougou Airport,9.692083,1.637778
DBBR,Bembereke Airport,10.283,2.7
DFCP,Po Airport,11.15,-1.15
DFEL,Kantchari Airport,12.467,1.5
DGLY,Yendi Airport,9.425,-0.004722
DIGA,Gagnoa Airport,6.133,-5.95
DN50,Shiroro Airport,9.88465,6.81863
DN51,Ajaokuta Airport,7.45724,6.46113
DN53,Kaduna Old Airport,10.5989,7.44871
DN54,Bajoga Northeast Airport,10.9199,11.5012
DRRB,Birni-N'Konni Airport,13.8015,5.24236
DRRD,Dosso Airport,13.048125,3.220968
DRRE,Tera Airport,13.95,0.733
DRRI,Bilma Airport,18.686701,12.9192
DRRL,Tillabery Airport,14.2,1.467
DRZM,Maine-Soroa Airport,13.2055,12.0323
DRZN,N'Guigmi Airport,14.251,13.129
DRZT,Tanout Airport,14.9703,8.89167
DT70,Medenine Airport,33.350201,10.444
DTKA,Tabarka 7 Novembre Airport,36.98,8.87694
DTMB,Monastir Habib Bourguiba International Airport,35.758099,10.7547
DTTA,Tunis Carthage International Airport,36.851002,10.2272
DTTB,Sidi Ahmed Air Base,37.245399,9.79145
DTTD,Remada Air Base,32.306198,10.3821
DTTF,Gafsa Ksar International Airport,34.422001,8.8225
DTTG,Gabès Matmata International Airport,33.8769,10.1033
DTTI,Borj El Amri Airport,36.721298,9.94315
DTTJ,Djerba Zarzis International Airport,33.875,10.7755
DTTR,El Borma Airport,31.7043,9.25462
DTTX,Sfax Thyna International Airport,34.717999,10.691
DTTZ,Tozeur Nefta International Airport,33.939701,8.11056
DZ-0001,Aeroport Hamra,29.225107,6.4936
DZ-0003,Djanet,24.446579,9.504498
EG-0001,Al Rahmaniyah,31.043301,30.664518
EG-0002,Az Zaqaziq,30.594704,31.66493
EG-0003,Bilbeis 2 Airfield,30.420601,31.6789
EG-0006,Fa'id,30.33,32.267799
ER-0001,Dahalak Island Airfield,15.68151,40.104431
ET-0001,Old Jijiga Airport,9.3615,42.7887
ET-GLC,Geladi Airport,6.98444,46.421398
FAAD,Adelaide Airport,-32.683102,26.294201
FAAE,Aberdeen Airport,-32.466702,24.0667
FAAF,Andrew's Field Airport,-34.76289,20.034916
FAAL,Alldays Airport,-22.679001,29.0555
FAAM,Amsterdam Airport,-26.633333,30.6
FAAS,Ashton Airport,-33.816666,20.066668
FABF,Barkly East Airport,-30.966667,27.604166
FABG,Buffelshoek Airport,-24.702464,31.587875
FABH,Belfast Aerodrome,-25.658742,30.041578
FABK,Bushmans Kloof Airport,-32.035,19.0435
FABN,Barberton Municipal Airfield,-25.778601,31.0175
FABP,Black Rock Airport,-27.129724,22.846255
FABR,Barberton Airport,-25.716869,30.97518
FABT,Bethesda Road Airport,-31.873199,24.7969
FABU,Bultfontein Airport,-28.273369,26.135835
FABV,Brandviei Airport,-30.4667,20.4667
